time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
776,-75.10001311,-72.77132075,-72.62483074,-69.73235189,-71.86129921,-70.05611313,-72.00450181,-77.26870782,-68.95646509,-65.05116725,-71.36665425,-69.03288899,-70.34791844,-71.3453219,-69.44154451,-72.24939195,-34.10078661,-35.19314539,-42.72685929,-39.00932616,-35.37000459,-46.64443472,-37.70562507,-41.04755954,-30.43284553,-27.47203507,-45.59332417,-42.09559994,-39.45968697,-44.04664014,-40.57865035,-43.41789745
777,-73.04223896,-68.46466094,-73.89292877,-71.80016617,-77.46053077,-70.26165178,-70.16058508,-67.55064214,-68.1731678,-67.65360617,-72.79199997,-68.38535299,-71.32145822,-67.96241912,-72.16386581,-69.31508129,-39.79430917,-34.24346343,-33.71309123,-32.25443473,-40.26371924,-47.18648164,-46.61347145,-44.74012227,-46.71972509,-40.32652786,-34.56935309,-34.49639035,-35.94851311,-39.63925806,-41.68851614,-35.96318294
778,-71.34772168,-72.75195232,-71.88799079,-67.33632726,-68.7557388,-65.8570364,-73.78832669,-65.8561511,-73.99612176,-69.78265637,-70.28824467,-64.71627174,-68.91868367,-68.22574183,-72.77283979,-70.93916888,-43.41271118,-52.110074,-47.99440607,-43.21676639,-41.81933548,-36.2208673,-40.0200786,-47.15987786,-42.06795965,-36.24740084,-29.38956315,-48.07242077,-30.16192125,-36.29047897,-42.46347051,-33.6088219
779,-64.37895691,-70.45272872,-72.08679624,-70.72844584,-71.85056698,-67.68355215,-68.20236058,-69.82664665,-67.87529891,-79.1152757,-67.11338903,-67.59690981,-70.69729853,-66.35691356,-70.67351465,-69.15672381,-34.9172643,-44.65009143,-41.85155594,-40.73546367,-35.5029704,-30.48293132,-37.65043847,-42.48119434,-41.09779979,-44.88197647,-42.21986544,-30.80278941,-38.82676107,-41.73602693,-46.48345461,-42.6203394
780,-67.28000213,-68.50556152,-73.5197699,-70.11084518,-68.4055696,-66.92676826,-76.58921737,-60.36557737,-65.64247209,-70.25000792,-68.00526342,-71.0660422,-69.90645279,-61.55266532,-66.10937961,-70.48866321,-40.36763037,-43.94809809,-41.15152277,-45.52634283,-38.08773848,-30.71262723,-40.9781757,-43.34808567,-42.89707436,-39.15783576,-43.80377132,-46.13944894,-47.0782093,-38.12702237,-43.49810258,-34.85293091
781,-67.8417396,-68.7848712,-67.84330799,-67.6400466,-68.94346813,-71.58405481,-68.60861542,-66.14180225,-69.83573249,-70.80242563,-71.0656208,-70.11727942,-70.73824783,-71.33628864,-66.467991,-71.56154022,-42.84743219,-39.5093863,-47.64361681,-39.63887534,-37.77139667,-41.0966532,-41.21737858,-44.54253004,-39.89314822,-36.77390886,-49.71494043,-45.77583258,-39.89740055,-40.91144108,-41.14461921,-34.62757819
782,-70.59300692,-67.21935839,-69.64151919,-72.99009686,-69.65910694,-72.45933676,-70.69461171,-69.65066421,-76.26745911,-70.99828794,-69.51576476,-70.69842814,-65.34778723,-74.53200433,-65.48061748,-76.14075372,-42.79775655,-43.28701986,-41.78084659,-36.98055922,-38.09638061,-29.02415794,-52.29258893,-40.19503055,-35.99983835,-37.90873115,-42.52628758,-40.55367925,-39.7750701,-40.76546096,-32.06116036,-38.85685104
783,-73.66909578,-69.02458271,-67.11467941,-72.63136491,-64.80186962,-72.89319603,-71.73195097,-71.99557868,-71.41649857,-71.82902415,-68.50228323,-66.13955322,-67.85284335,-78.08263965,-72.38702921,-67.97285564,-46.65147893,-40.31727008,-43.37879902,-42.8561308,-32.91917112,-47.75524676,-36.44661089,-45.91407282,-35.06682498,-34.1208308,-36.94837838,-40.63082269,-43.91613983,-39.09489264,-47.18491241,-41.96181519
784,-67.23405361,-68.67746456,-69.62162872,-72.26159491,-71.27682949,-67.62580388,-72.58313065,-64.96559375,-71.95666437,-71.55661324,-69.1127007,-73.52824318,-74.50372901,-66.81345128,-68.16626916,-66.20622731,-32.88794805,-34.26860696,-33.57355385,-40.25080123,-37.56334957,-41.80418394,-33.22487805,-40.55564541,-35.30630953,-38.33274229,-42.97439498,-41.22838547,-46.85087448,-41.09578413,-36.80583619,-47.03214947
785,-73.94037439,-70.58297155,-66.89765223,-71.21244203,-72.14712138,-71.98118095,-70.63732144,-69.7624502,-69.86545868,-65.30778769,-73.83287599,-72.50885458,-68.64888885,-73.09655053,-70.16739112,-74.85373987,-45.12887912,-41.99336238,-45.67693159,-44.35484951,-41.67858025,-47.87063025,-41.67727396,-34.98004303,-43.1710271,-38.99715911,-48.86484294,-40.88366787,-35.05129244,-35.118468,-38.31246666,-41.1085096
786,-76.75422156,-65.0264754,-72.31753321,-72.71857825,-73.83937228,-66.74094183,-71.65529274,-69.2707404,-69.62512989,-74.61941545,-68.0647644,-67.99855629,-67.12073052,-73.620568,-71.99767055,-69.5359904,-42.70192075,-37.66757124,-40.00026867,-45.98726257,-39.41969561,-46.49807379,-42.43184351,-43.18936065,-41.10401961,-37.04435035,-42.83415732,-32.65863884,-40.08479865,-40.23457733,-39.47213099,-39.16218171
787,-76.3163115,-69.45786252,-71.21361385,-61.14408304,-73.27960763,-77.21320618,-67.98664063,-72.44446343,-70.92948347,-73.82397366,-71.9128305,-71.77222874,-71.27857986,-67.32459249,-71.34883609,-71.01163416,-37.50319896,-47.68813458,-39.77996858,-40.14538943,-41.34280053,-46.25423723,-29.19112864,-42.83645374,-42.75461924,-44.22775629,-47.129212,-30.34320845,-37.01868709,-38.29950779,-38.6506412,-41.310232
788,-70.41954197,-73.92112723,-72.25398883,-71.91040915,-69.35989116,-65.67508631,-71.63700136,-73.14306307,-69.84607013,-68.18239837,-69.30239032,-70.68237541,-69.69656026,-68.18797199,-73.78841983,-66.57274673,-44.19171193,-42.2361237,-44.48277008,-39.75853187,-45.85811758,-47.55175386,-47.14688755,-42.50892007,-40.79807023,-38.51006463,-39.66237582,-45.56812156,-35.93839734,-40.57736595,-45.5677664,-35.74776919
789,-66.11682983,-73.0252821,-68.35172432,-73.21609318,-68.66310618,-73.92538715,-73.04643321,-72.29108224,-70.19862375,-72.7018277,-68.79216396,-65.87968672,-68.80142647,-68.00507705,-71.19077948,-67.60803954,-42.4601898,-34.38815499,-41.96897408,-41.57967838,-40.15948448,-42.80698241,-36.59729478,-43.36654391,-39.77342751,-37.35128262,-33.4615766,-42.87094601,-49.40498495,-43.42179674,-41.16336467,-34.82036993
790,-72.16569794,-69.69690983,-67.66452167,-75.347911,-66.7660996,-64.53900852,-72.93923486,-67.40383266,-67.93966499,-67.73227742,-71.07698829,-65.22608025,-70.56775023,-67.88276029,-70.40927417,-68.7664684,-43.10981754,-41.45224097,-30.97469866,-42.94752584,-33.13669305,-40.19568342,-34.28095537,-42.15002421,-39.80669262,-37.20570908,-31.02863631,-42.29220083,-34.35191556,-28.7836036,-43.10412967,-50.21557516
791,-69.43606452,-76.23966706,-66.7801123,-73.79421483,-69.2428544,-67.89951999,-73.04164672,-69.63109657,-67.98483442,-74.85112234,-74.37658143,-73.21297577,-72.32741587,-73.64090085,-73.07633405,-70.56466435,-37.98622576,-37.73128219,-29.34744435,-32.21131037,-40.12393,-47.11540194,-33.62992991,-38.76113281,-46.01957285,-36.24290137,-44.00598693,-39.63398089,-41.54026533,-37.93242056,-43.55121295,-35.53975853
792,-69.01259194,-68.3461721,-69.675715,-69.37729259,-73.08420362,-67.66642158,-69.18420169,-67.80606442,-72.09253272,-71.45696261,-74.79103009,-66.89113112,-67.22393715,-67.1970125,-74.79405152,-69.78356294,-37.40258871,-44.71738172,-31.68657054,-33.13623005,-41.67553282,-36.8563551,-44.00654471,-38.72567923,-47.1448888,-36.21616854,-37.55184451,-34.34215306,-48.25191632,-34.39305078,-47.21796196,-40.51389731
793,-69.49318358,-71.29656371,-71.65268256,-69.88639009,-66.7675684,-65.55007174,-70.63392538,-70.92626013,-67.98274003,-70.48639797,-69.83068549,-73.14476826,-72.91008137,-66.98441805,-70.43263597,-68.73423494,-38.0365356,-30.62568994,-31.35411227,-44.29187841,-35.50080236,-42.04789703,-45.48877332,-42.36593688,-33.78197203,-47.4414317,-44.04908403,-39.38455296,-35.79461965,-39.88805355,-38.32137707,-37.69722782
794,-68.68180278,-66.62128653,-71.43504226,-65.61170688,-67.8637203,-72.23537328,-69.71534406,-69.80831934,-72.41988227,-72.18468106,-70.74249743,-69.33992078,-71.44015449,-68.40595427,-75.84960307,-67.97872326,-44.90238482,-37.43395902,-38.27228847,-39.68813886,-42.22887574,-45.48347922,-41.45304528,-47.73523692,-39.67059565,-39.34311685,-32.68202646,-39.01127087,-41.61772563,-38.48103889,-35.42234428,-34.45415739
795,-69.26701639,-70.26278156,-71.31019855,-76.82734467,-69.83246104,-72.99931511,-72.42400712,-72.0387988,-62.49233796,-71.59579271,-70.63300559,-73.16540734,-69.93291696,-66.90655013,-70.37058092,-72.26804889,-35.91137335,-36.17920982,-39.83708974,-32.81061195,-36.30034314,-47.56136301,-41.4025801,-42.28482496,-45.02789444,-37.78006151,-38.85708105,-44.78852916,-44.79010915,-39.58005521,-41.08536868,-34.21262736
796,-69.10662061,-73.93993847,-67.56614924,-63.14477678,-69.48185097,-72.89418955,-69.79481674,-65.8467261,-66.4110278,-73.15264911,-71.87760239,-73.40528629,-68.02871165,-69.80762121,-68.46452929,-66.10060945,-37.31140778,-38.4005338,-36.37160807,-40.38458371,-38.96375832,-41.26469888,-42.74594763,-36.23014609,-48.65310353,-37.66038519,-38.60587523,-36.26826252,-35.05848067,-45.95973356,-42.94669338,-28.50254216
797,-63.79447595,-73.87046948,-74.60591787,-69.4145858,-70.38115561,-69.41227469,-64.92985499,-68.02128685,-64.57718341,-64.32385382,-66.11651296,-69.04810573,-64.09330545,-68.27698221,-66.86376058,-69.6132331,-31.77472385,-41.20663655,-43.98675,-50.54650959,-44.5685706,-45.49361947,-45.12568808,-42.43375825,-47.511907,-34.60308085,-46.7027866,-49.268735,-33.90594808,-41.18308858,-32.03669677,-32.53734502
798,-67.47745361,-68.25822589,-67.70470613,-70.14542901,-69.86765641,-71.22896663,-70.28296497,-67.73397365,-73.61721759,-70.22561277,-69.05621223,-72.18850541,-68.69068043,-66.08859077,-66.13182293,-63.63734031,-45.10773281,-45.56694449,-36.40956354,-46.22466007,-36.75539823,-33.00533326,-39.39396001,-43.80534842,-44.40614158,-40.8265353,-43.62540217,-45.21253784,-37.51119394,-41.36567004,-38.94782482,-31.17798857
799,-72.04845189,-66.43491207,-62.70982038,-66.00812722,-70.72508097,-65.10948168,-67.43948393,-64.55926464,-70.38826161,-67.89036876,-71.73249438,-70.80415138,-69.10132707,-68.14893048,-72.42502118,-72.31262438,-37.72147661,-41.77994497,-36.53748691,-38.21555215,-34.09556298,-39.53466841,-38.93140995,-39.16178655,-35.47566818,-32.80299206,-46.8338582,-33.54366392,-47.58749851,-37.77251927,-35.26771454,-37.073926
800,-74.70166429,-73.40370004,-71.38500998,-69.20036752,-70.52545383,-66.94257543,-67.72860627,-64.43049286,-67.53524776,-74.57136403,-76.39487872,-67.90992638,-71.20203733,-74.37611972,-72.39091439,-67.34637283,-75.51069315,-78.470568,-79.27937129,-84.99269741,-82.05140376,-78.59295072,-77.75210626,-78.85935889,-77.9901043,-79.7777848,-82.18610478,-75.4602463,-81.87481512,-80.27277105,-76.85625644,-77.20423142
801,-71.57743595,-66.72316052,-72.00141743,-64.50701718,-65.84537044,-65.9295452,-68.21745944,-66.69548187,-63.82863474,-70.01088894,-69.19593961,-72.69947756,-69.51401305,-67.74750708,-72.22335048,-74.22014155,-78.27012382,-85.52471162,-79.86584531,-80.61707569,-84.19494886,-78.09471216,-86.20188564,-76.05631107,-85.25119634,-84.58472846,-79.07415595,-77.43685223,-78.40624242,-78.00303716,-84.69999111,-81.52255383
802,-67.70457885,-73.44246052,-68.65229108,-70.94015443,-71.60104259,-71.08909682,-67.09887163,-76.42048251,-65.24822113,-70.83964047,-67.03037539,-71.94784842,-73.66128125,-72.25434009,-74.01172132,-65.6180063,-78.82459096,-78.46066929,-83.12238195,-79.02848702,-77.07490449,-80.45584143,-81.05561823,-79.47464121,-81.76836884,-73.78532836,-75.97713808,-80.28185862,-83.0090621,-78.95328852,-83.31279608,-80.38195613
803,-66.09361201,-68.87677605,-69.7424158,-68.38933072,-68.01589282,-67.66574255,-69.15321689,-67.45573454,-62.2993848,-69.07038673,-70.10056325,-73.43998206,-69.61811594,-70.84024901,-73.3636129,-65.40142682,-83.1414912,-76.2294915,-76.6492483,-75.93895772,-77.31547524,-73.93968483,-81.99614736,-81.4336505,-78.20784063,-79.16122028,-80.93770006,-83.06016489,-77.54237757,-77.08690986,-71.70045592,-84.59772023
804,-68.04608967,-67.1749438,-72.53837384,-75.32526326,-62.9643345,-73.99065998,-70.36994707,-68.09695331,-72.2465608,-65.82038353,-72.78083722,-70.49577382,-68.28218443,-68.03078167,-69.25369065,-67.24652682,-84.37516713,-79.72818099,-77.70906108,-83.33402307,-79.43684601,-81.39878442,-78.19065742,-74.89004789,-83.3352992,-78.94859808,-82.19272762,-78.28049391,-81.02735712,-79.4697536,-79.10459598,-83.60672077
805,-76.92766872,-74.65925538,-72.18473804,-68.02142612,-70.58288194,-71.23232652,-69.70084492,-72.6082967,-73.3617906,-71.55256002,-69.58820356,-65.94937359,-72.89931052,-70.85895713,-74.85713958,-69.56678844,-81.29558947,-83.20931235,-79.03497127,-76.38630743,-82.11301024,-77.86123831,-78.40465101,-76.85181718,-81.674629,-78.89618895,-79.12192112,-79.96048856,-76.84146798,-77.35164342,-83.89026579,-77.19688317
806,-69.93459726,-69.73927082,-67.22510878,-69.93438126,-68.70776213,-69.64139407,-67.28960192,-73.20593495,-67.63560959,-61.66340054,-70.33373694,-69.00577534,-69.70997085,-70.94533583,-68.5496285,-70.03872646,-81.68039464,-81.82318411,-78.59965883,-79.9027332,-75.94098367,-81.84510713,-79.38149882,-83.42192196,-81.2756074,-77.11936371,-79.3253468,-77.24653,-81.2811478,-82.0988158,-79.90884314,-80.30136169
807,-72.78383419,-68.60439497,-74.89244739,-67.97276538,-71.16502243,-66.10391864,-65.34934443,-67.62202977,-69.95282798,-68.82388895,-70.05856825,-65.44289767,-68.88408401,-71.03359751,-63.7268362,-63.73014561,-84.03296282,-84.98277773,-83.44545704,-86.48251624,-82.60181085,-78.76987307,-78.22103526,-79.32010779,-84.63725123,-81.51157143,-79.10319678,-81.54189735,-83.18830115,-73.81839195,-81.20059644,-80.45015256
808,-66.80883716,-71.58680248,-66.54642034,-67.44175629,-72.84416987,-70.50406338,-70.47232987,-68.78398828,-75.70606511,-72.82942907,-71.3957296,-66.39441178,-68.43877464,-69.03710316,-68.75024628,-74.05844381,-79.72039235,-76.18790503,-76.28216149,-80.1798893,-75.43965867,-80.69165197,-80.45457089,-77.7779139,-78.02896536,-83.70096923,-79.39292366,-81.11248027,-79.49531375,-81.13230834,-76.69092446,-81.17263846
809,-66.86967139,-73.86159078,-67.04454629,-71.921716,-70.48350145,-67.91348107,-69.92185509,-73.71491254,-67.76443447,-73.23315608,-65.5157054,-72.12494712,-68.08061243,-66.54543102,-72.26649521,-72.1611074,-82.71330317,-78.25359471,-77.54944459,-83.56216484,-82.63228926,-80.52861294,-81.78669061,-77.56966151,-75.44601184,-79.02751774,-83.59571843,-74.81934488,-83.60945731,-85.2148175,-76.08077006,-78.40007262
810,-68.1722031,-73.63515992,-64.54752473,-72.2081583,-72.98924946,-72.24989156,-67.54065755,-69.66987993,-70.91509966,-68.9691493,-67.42697249,-71.56413657,-65.85459599,-73.66659216,-68.76646237,-71.14452439,-81.06753218,-77.70845491,-82.59309219,-79.34965124,-82.74746484,-80.83917676,-77.88383868,-76.28635382,-79.65188621,-78.74322049,-75.59200357,-80.71800283,-80.2268451,-85.16716395,-84.11222319,-73.3083457
811,-65.03875255,-69.37902105,-71.37217893,-73.17323932,-71.97757953,-69.01924264,-72.53673156,-70.3797683,-67.55920199,-69.92427759,-68.68952557,-69.61244265,-69.42030422,-68.07433398,-69.70847131,-73.97427499,-80.57155749,-81.93790588,-79.82754579,-78.40126875,-84.90511608,-79.55207912,-77.55364118,-84.17935767,-77.59847203,-77.36100446,-76.59988749,-77.64922791,-76.8128991,-79.58373096,-80.06764873,-74.6875619
812,-64.78063336,-69.17179099,-75.55160894,-71.6460255,-69.36486508,-72.61782402,-67.78149957,-71.14968881,-65.71228878,-64.49357678,-67.34754634,-70.65864228,-71.01090539,-72.18309835,-71.0827191,-69.85723218,-82.30486894,-79.3195447,-75.82785882,-73.79391897,-78.71628409,-84.92977419,-78.14418987,-80.66184234,-78.097036,-81.63526336,-82.99455276,-77.36311204,-79.38498725,-85.28249359,-80.956861,-75.29062786
813,-67.26466348,-65.97431028,-63.93577359,-68.29333535,-71.8420714,-67.56489495,-71.17592848,-65.19690862,-70.09368432,-67.11385621,-73.97075767,-72.17579468,-69.84500564,-66.68457268,-69.11107462,-73.48762091,-81.46854787,-79.00881746,-75.44799334,-80.72135127,-86.64794019,-81.31881621,-78.23925077,-78.50378692,-81.63070986,-80.66255792,-82.86497671,-83.76883463,-80.7339614,-81.03589412,-80.54113993,-84.0718354
814,-67.04439417,-66.67568192,-65.051129,-69.31205489,-64.9394085,-67.45893739,-74.61280671,-68.92611913,-69.02409881,-72.46933402,-72.77222136,-67.68885638,-70.46829451,-69.46019258,-70.38443045,-72.44731453,-76.94843322,-80.20434688,-83.29909604,-79.84744214,-73.88417014,-81.44747121,-78.53162634,-84.97192868,-80.3369374,-81.08181015,-78.12056129,-75.91751562,-78.28338604,-77.21299794,-79.07236949,-79.51897428
815,-69.8028757,-72.18018168,-72.50515994,-76.87558818,-67.02022595,-71.30368114,-69.10682425,-70.0427882,-66.72184612,-72.43226512,-72.36799569,-71.91386104,-70.29258283,-69.6413374,-65.05108805,-68.11875565,-81.9016063,-82.36624784,-76.884732,-76.32889516,-78.8504432,-82.12567199,-79.55180629,-76.95482887,-81.95310105,-79.03097856,-74.05300804,-82.02277252,-79.92609175,-79.53442494,-79.93585404,-81.33674477
816,-68.982947,-70.63416658,-67.04962014,-67.69798735,-67.29514063,-68.19252708,-71.04862919,-70.94478299,-67.44113725,-69.01398041,-69.00895691,-68.99031306,-68.56766493,-68.52918322,-74.02775412,-66.79751084,-84.17751226,-79.42307985,-77.27243819,-81.79071604,-83.41539101,-78.26082857,-86.05636311,-78.72727318,-79.05947632,-80.54301289,-79.23297347,-78.11123394,-80.28466179,-75.90526669,-73.06888293,-84.19220834
817,-66.60449973,-69.17317195,-65.98488151,-67.81038346,-73.53845913,-68.50850285,-67.19484262,-69.74510827,-73.82188444,-66.78022832,-74.60791173,-78.2477516,-72.79212373,-68.36291944,-71.22926491,-73.86475928,-76.38710376,-76.04126881,-73.20663264,-83.5259508,-80.21065395,-81.76666398,-80.80335132,-87.61888658,-82.08317717,-80.1804823,-82.80338618,-81.55798482,-81.84450895,-81.47333168,-72.64772011,-83.62621013
818,-66.23842363,-71.04863625,-74.54996092,-65.49259987,-71.66449994,-69.43234093,-72.09606414,-69.2055787,-72.05553012,-69.23550199,-67.51497454,-68.93503989,-72.96490548,-67.50223149,-70.37899527,-73.85123144,-75.2070557,-75.55475964,-83.35438266,-77.00696114,-78.96219382,-81.94353494,-79.74641571,-77.6366524,-78.2204184,-81.10880252,-84.04246994,-79.56682506,-83.21269884,-76.27268463,-82.5709738,-82.11503047
819,-71.66265027,-70.3854529,-77.16220536,-71.49848413,-69.24530949,-73.68206205,-64.73988171,-73.89559225,-65.55661787,-68.62776056,-71.98742048,-69.32313778,-69.48552035,-64.89401562,-71.15931147,-70.59383137,-80.3705825,-80.91177021,-76.68746478,-76.87340903,-79.74186124,-76.81081723,-81.65598226,-77.64175929,-76.10570806,-77.16861266,-81.39560305,-83.20529911,-78.99836164,-76.62756071,-80.37091695,-80.97362985
820,-70.82659728,-67.40135814,-72.97979939,-73.93601756,-71.94982387,-68.04236455,-67.16661462,-73.88044741,-68.13724975,-69.74624062,-66.9881292,-68.96378459,-74.08851528,-71.43089733,-67.50487358,-63.11998002,-74.26957967,-85.12405366,-75.98392265,-77.79036948,-81.99582829,-77.75178566,-85.74386691,-80.02071457,-82.76601437,-83.8246522,-81.52560353,-81.7043343,-83.91343755,-75.26440084,-78.71935239,-82.38989135
821,-69.45152075,-69.07494258,-72.88495654,-63.96971673,-64.90951622,-62.9909116,-64.59120017,-69.04911343,-62.79102875,-66.07003447,-75.35562012,-68.48222478,-70.39445738,-66.62334338,-68.1983251,-70.70417371,-80.629032,-79.00285784,-77.12544741,-77.99653294,-78.05486856,-80.68866373,-82.86298652,-83.29936685,-80.96646655,-76.77441272,-83.51445811,-76.70639285,-80.37761236,-82.06568378,-84.31475789,-80.26209037
822,-77.07471454,-73.13751124,-70.58895017,-68.55289254,-64.06999302,-71.67782538,-67.61442745,-69.49185814,-71.10229157,-74.32352565,-69.67007877,-65.93553217,-69.65010057,-72.45599769,-72.93828896,-68.23353808,-78.96353256,-77.72881934,-79.42041355,-81.92518234,-83.98496507,-79.8428731,-73.43014909,-79.53423742,-78.26964377,-80.05128824,-84.31677266,-79.47672006,-78.46254206,-83.02805515,-80.38884698,-79.22959716
823,-65.94302244,-66.58944158,-71.94233365,-71.90458271,-70.64078496,-66.10636361,-69.04961865,-68.57446087,-61.91792395,-67.74400183,-68.826372,-67.5847301,-69.63419208,-71.61711387,-67.36539302,-75.81436614,-81.51025031,-81.10062561,-81.10283613,-83.756868,-73.09107512,-79.63669572,-79.04357705,-82.15232163,-80.77977914,-79.74348591,-81.01299471,-82.47782935,-83.08787417,-83.43136448,-78.16700808,-84.74639461
824,-69.62967037,-73.34074901,-69.62004252,-69.53163128,-75.14904737,-70.04903924,-73.94704996,-68.95849375,-68.6292471,-69.41287387,-68.03214554,-73.22303816,-72.1509791,-68.47165617,-67.12936851,-70.89577301,-84.09740418,-80.46778112,-81.83497902,-80.03770631,-78.60721123,-83.82048215,-80.43368129,-77.90560197,-77.11989982,-85.97840793,-81.7075858,-78.56765866,-79.35932477,-76.72229407,-81.14916751,-83.51624754
825,-68.32742243,-70.39968736,-71.9621539,-65.81847106,-70.97657159,-72.18904642,-61.55686625,-70.77730645,-73.82194305,-67.75098759,-68.02019909,-63.82009085,-71.03394147,-68.27804906,-63.96080376,-71.36822854,-78.87735784,-82.01824798,-79.38204055,-78.96371461,-82.7866052,-83.67498209,-77.91266461,-75.81852468,-82.19362038,-81.28910527,-78.47031844,-82.37658222,-81.72805436,-82.02148803,-78.93913506,-77.15621124
826,-75.87062868,-71.45518746,-68.23336238,-70.45141593,-68.98741858,-67.07812991,-69.09370143,-70.96474832,-74.06992496,-69.82083054,-62.62982919,-67.24318993,-70.99846165,-64.4416942,-69.3107324,-67.08258626,-81.71603202,-82.3744209,-79.3352399,-78.11630526,-76.92915425,-82.8230635,-77.01814398,-79.35923428,-75.83451072,-76.7757818,-80.78222343,-77.13975243,-81.40087383,-84.08160639,-78.22200701,-80.93848311
827,-65.24600406,-64.98872304,-74.06944662,-70.72645297,-70.5540863,-71.62576934,-67.53874889,-75.75637307,-70.40308352,-69.69887816,-69.2032618,-72.24055415,-71.89400021,-69.31494745,-70.63221481,-71.45689549,-77.21832065,-78.82880901,-84.88339971,-83.59200506,-77.49365717,-79.70095445,-77.67660255,-81.98494886,-82.23431339,-81.25168882,-84.08006525,-83.39951744,-79.63380417,-79.65856987,-80.07651242,-79.7682116
828,-70.77997514,-71.47425716,-72.66305591,-72.53437674,-78.63789221,-64.54429642,-77.95585057,-68.81887654,-74.7361319,-64.96046706,-68.6583768,-67.30747242,-67.80351988,-70.28656666,-78.52169669,-74.2740199,-83.67102846,-81.29589207,-83.99373482,-82.21434285,-71.8330627,-77.7330939,-78.4167082,-79.75055577,-80.51711404,-82.39494289,-80.54436255,-77.69602556,-81.07798901,-77.60744732,-86.15082064,-79.9705438
829,-69.655201,-70.92642875,-76.47945345,-66.69595373,-69.61368801,-67.1670472,-66.92399889,-67.70356471,-66.13901163,-69.49839897,-62.31955072,-66.67266698,-67.76984431,-70.26207408,-67.68869566,-68.93325165,-78.01875914,-84.61537367,-78.47235703,-74.58059857,-81.0652826,-80.91802035,-83.66321006,-81.87644563,-79.19845723,-77.68702182,-80.74725654,-80.9042103,-80.69077574,-78.23848861,-81.42974197,-81.15718028
830,-66.28788834,-66.46214556,-72.3016586,-71.67457963,-66.3270157,-72.15350979,-70.75435195,-75.5801681,-71.59699822,-69.87635059,-69.60428122,-71.33972949,-65.31471776,-67.86223082,-68.3921276,-71.65486289,-78.01800302,-80.66785285,-75.94652559,-79.56609733,-80.23780926,-79.05485384,-79.39499559,-76.71792015,-77.38860452,-80.21839732,-80.10552073,-77.78976504,-76.67772487,-81.30498549,-80.98196186,-79.57049137
831,-78.22016034,-70.37782856,-65.88616165,-67.24279333,-75.6669651,-72.49680111,-74.31716661,-71.31339105,-76.64048753,-68.6726579,-69.15759443,-66.44130581,-70.44837633,-66.84880458,-62.67627305,-67.85623402,-82.17194768,-82.3261369,-79.65089732,-74.30702825,-76.74846194,-85.75777864,-80.44975648,-83.6436953,-82.0595862,-83.60949523,-77.88925231,-76.50698305,-74.11273549,-75.3402779,-83.28694337,-76.13199349
832,-72.90804472,-68.81807107,-67.57487083,-67.90326624,-69.33919315,-66.45157654,-72.39680196,-71.20125948,-63.31683001,-71.21845046,-72.51863577,-67.85332659,-68.22914302,-72.18371119,-69.55482669,-69.50093726,-85.88197263,-81.23537785,-79.51950114,-78.91286587,-73.93749546,-75.2181043,-75.2643052,-78.60395188,-77.09802683,-80.19386369,-83.99221595,-71.24157992,-72.23845551,-86.84031386,-78.97511,-79.31231828
833,-65.95943084,-64.73938441,-67.54553208,-69.66998639,-67.581122,-66.2481896,-68.82561315,-75.00976844,-72.70220835,-72.07515214,-66.35340783,-64.87159193,-68.08502186,-69.21885073,-72.69126398,-71.98092835,-77.05228858,-80.43012024,-79.78554508,-78.38944746,-81.90157015,-80.62996785,-78.00607811,-75.62883045,-80.22477616,-79.76990966,-81.53695076,-84.90936271,-79.11862207,-78.82616794,-81.67611826,-77.25671109
834,-68.71158635,-68.15559089,-68.63835741,-67.20496667,-71.22733894,-75.82366087,-66.45594452,-69.45706604,-70.19511627,-71.0525832,-64.12161044,-65.67301213,-75.11942329,-69.43712337,-68.60696449,-71.1773216,-75.37622312,-79.91636598,-82.74083038,-81.38781545,-79.03969261,-77.63245836,-76.07719494,-82.12337973,-71.20013715,-78.00198403,-78.5637004,-79.05980633,-77.15857857,-75.13079692,-81.28902735,-82.36810068
835,-70.81967465,-71.94677146,-64.87704362,-71.22777982,-65.56516617,-70.27315231,-70.1980521,-71.98004206,-70.98867172,-62.44816897,-70.97934754,-74.82432763,-70.69850665,-72.2006274,-72.2914894,-69.85864962,-80.53622483,-76.67916698,-82.8780707,-77.23786352,-86.41171243,-85.9390365,-80.50520215,-77.76938666,-84.52771132,-80.2354773,-79.92812638,-79.05933152,-80.73147288,-76.046289,-82.32856927,-84.30468012
836,-67.68630608,-65.21020635,-70.90972456,-69.42342901,-67.34556592,-70.16677683,-67.09960727,-65.48492984,-67.9978039,-70.36266922,-69.50155251,-69.74751627,-72.65687579,-69.7847313,-63.89503854,-65.9139172,-80.58397984,-77.36837828,-85.24192954,-81.08726812,-83.17756087,-82.4214559,-78.3471453,-79.77379151,-82.71865023,-74.86486824,-76.68081176,-81.80654113,-82.58416321,-82.94650778,-79.82865824,-76.69315182
